id,number,street,city,state,postalCode,price
962,1,Porter,Bakersfield,California,93386,$354313.74
963,2787,Thierer,Palo Alto,California,94302,$307709.63
964,30335,Iowa,Philadelphia,Pennsylvania,19178,$495286.14
965,16,Express,Tucson,Arizona,85710,$136502.02
966,684,Mendota,Indianapolis,Indiana,46266,$87848.00
967,7273,Golf View,Los Angeles,California,90050,$196431.85
968,14,Kennedy,Farmington,Michigan,48335,$329283.46
969,624,Esch,San Diego,California,92186,$357307.29
970,2,Lighthouse Bay,Chico,California,95973,$376301.03
971,97,South,El Paso,Texas,79989,$367047.64
972,749,Jenifer,Birmingham,Alabama,35254,$102034.82
973,9,Novick,Charleston,South Carolina,29416,$430019.45
974,358,Del Sol,Shreveport,Louisiana,71115,$346068.92
975,149,Dayton,Amarillo,Texas,79118,$264081.26
976,60822,Sloan,New Haven,Connecticut,06520,$187145.41
977,043,Meadow Ridge,Tulsa,Oklahoma,74156,$214847.68
978,02,Bashford,Chicago,Illinois,60663,$154547.86
979,06,Ridgeway,El Paso,Texas,88574,$233990.35
980,80,Badeau,Fort Lauderdale,Florida,33330,$175984.62
981,59,Ryan,Tulsa,Oklahoma,74116,$161308.92
982,18,Miller,Hagerstown,Maryland,21747,$71824.84
983,3,Larry,Oklahoma City,Oklahoma,73142,$126694.66
984,2,Bunker Hill,Las Vegas,Nevada,89115,$470657.40
985,4,Coolidge,El Paso,Texas,79977,$405656.30
986,275,Park Meadow,Dallas,Texas,75287,$394448.75
987,536,Grover,Glendale,California,91210,$163001.70
988,251,Lakewood,Albuquerque,New Mexico,87140,$371242.98
989,1362,Mayfield,Trenton,New Jersey,08608,$59610.86
990,0432,Warner,Knoxville,Tennessee,37931,$50526.58
991,279,Vermont,Corpus Christi,Texas,78465,$164057.06
992,68048,Lukken,Charlotte,North Carolina,28205,$472795.09
993,143,Stoughton,Boston,Massachusetts,02109,$200489.69
994,78999,Manufacturers,El Paso,Texas,88525,$324638.06
995,02395,Magdeline,Houston,Texas,77245,$457154.16
996,0466,Crescent Oaks,Topeka,Kansas,66622,$302442.40
997,783,Warner,Arlington,Texas,76096,$258000.06
998,53,Homewood,Anderson,Indiana,46015,$202202.98
999,45,Fairfield,Fairbanks,Alaska,99790,$249220.42
1000,34,Northport,Washington,District of Columbia,20370,$97166.38
