id,number,street,city,state,postalCode,price
961,13,Sherman,Albany,New York,12222,$345238.95
962,059,Ramsey,Scranton,Pennsylvania,18514,$122107.09
963,06090,Ramsey,Oklahoma City,Oklahoma,73142,$192234.33
964,0,Sage,Mobile,Alabama,36628,$113614.05
965,99091,Shoshone,Washington,District of Columbia,20575,$187702.70
966,687,Quincy,Albany,New York,12242,$279636.10
967,7079,Mallard,Chandler,Arizona,85246,$163832.02
968,1406,Brickson Park,Dallas,Texas,75231,$284852.32
969,87,Southridge,Tyler,Texas,75705,$175014.75
970,7,Sheridan,Daytona Beach,Florida,32128,$146325.37
971,72,Alpine,Philadelphia,Pennsylvania,19178,$74394.54
972,7806,Green Ridge,Baton Rouge,Louisiana,70820,$386023.42
973,96842,Spenser,Tacoma,Washington,98464,$358325.82
974,2,Fordem,Raleigh,North Carolina,27605,$439448.34
975,9958,Jana,El Paso,Texas,79989,$64475.78
976,554,Hudson,Newton,Massachusetts,02162,$278498.04
977,80,Marquette,Syracuse,New York,13205,$173570.68
978,1508,Victoria,New Orleans,Louisiana,70154,$373375.45
979,7131,Jenna,Vero Beach,Florida,32969,$349012.39
980,26450,Merchant,Reno,Nevada,89595,$488914.24
981,9397,Sunfield,New Haven,Connecticut,06520,$76017.60
982,9,Buhler,Tacoma,Washington,98424,$428310.17
983,5498,Cherokee,Schenectady,New York,12325,$342714.43
984,97,Marquette,Salt Lake City,Utah,84152,$482650.03
985,712,Lunder,Moreno Valley,California,92555,$122242.18
986,84,Michigan,Sacramento,California,94286,$333046.35
987,290,High Crossing,Lansing,Michigan,48912,$399912.64
988,233,Schurz,Springfield,Virginia,22156,$128684.10
989,4,Springview,New Orleans,Louisiana,70129,$335635.51
990,55,Melody,Pasadena,California,91186,$56300.58
991,9,Lillian,Washington,District of Columbia,20244,$358459.14
992,2351,Sunbrook,Topeka,Kansas,66629,$248686.29
993,49678,Anniversary,Indianapolis,Indiana,46221,$227274.63
994,6,Walton,Terre Haute,Indiana,47805,$464402.77
995,054,Grover,Naples,Florida,34108,$415398.95
996,70,Buena Vista,Stamford,Connecticut,06905,$83618.06
997,93,Katie,Miami Beach,Florida,33141,$193570.93
998,04937,Trailsway,Garden Grove,California,92844,$456021.88
999,26393,Morrow,Portsmouth,New Hampshire,03804,$82948.60
1000,4,Texas,Fort Myers,Florida,33994,$424109.69
