id,number,street,city,state,postalCode,price
962,8,Merrick,Richmond,Virginia,23242,$271313.21
963,8,Mosinee,Honolulu,Hawaii,96805,$120581.89
964,4858,Laurel,Dallas,Texas,75310,$81375.38
965,2496,Judy,Atlanta,Georgia,30386,$390495.59
966,24,Prentice,Chicago,Illinois,60609,$192503.61
967,8846,Scott,Dayton,Ohio,45408,$241248.73
968,43,Heffernan,Erie,Pennsylvania,16505,$119897.04
969,761,Brentwood,Ashburn,Virginia,22093,$210624.88
970,55,Ilene,Trenton,New Jersey,08638,$490256.99
971,105,Coleman,Merrifield,Virginia,22119,$233621.89
972,7981,Fisk,Fayetteville,North Carolina,28314,$470863.96
973,99,Tennyson,Pasadena,Texas,77505,$132912.29
974,9229,Farragut,Boston,Massachusetts,02203,$371828.18
975,5550,Sycamore,Tucson,Arizona,85737,$487517.85
976,20,Mosinee,Orlando,Florida,32819,$134172.54
977,02385,Holmberg,Prescott,Arizona,86305,$59822.53
978,79,Brown,Des Moines,Iowa,50305,$348186.85
979,9024,Melvin,Bakersfield,California,93305,$294974.58
980,82622,Lien,Salt Lake City,Utah,84140,$466799.28
981,9,Kinsman,Buffalo,New York,14233,$209363.40
982,12618,Victoria,Saint Paul,Minnesota,55127,$340112.13
983,6,Sundown,Raleigh,North Carolina,27635,$208769.83
984,52,Sundown,Birmingham,Alabama,35215,$408125.87
985,1,Gerald,Kansas City,Missouri,64193,$71663.38
986,74,Buell,Rochester,New York,14646,$315542.88
987,4088,Veith,Roanoke,Virginia,24014,$309130.22
988,858,Jenifer,Long Beach,California,90840,$402060.62
989,79046,Harbort,Cincinnati,Ohio,45238,$399146.68
990,6660,Armistice,Roanoke,Virginia,24020,$379687.68
991,2941,Del Mar,Round Rock,Texas,78682,$255521.89
992,283,Troy,Silver Spring,Maryland,20904,$405267.56
993,352,Mendota,Reston,Virginia,20195,$206330.77
994,215,Roxbury,Seattle,Washington,98121,$158452.87
995,961,Delaware,Dallas,Texas,75287,$135318.78
996,9,Hooker,Buffalo,New York,14210,$385969.63
997,551,Elgar,Akron,Ohio,44321,$198888.35
998,208,Debs,Roanoke,Virginia,24014,$415380.49
999,99466,Scott,Phoenix,Arizona,85083,$493047.67
1000,863,Manley,Schaumburg,Illinois,60193,$135563.10
